,date,id,owner_id,from_id,text,comments,likes,reposts,views
1037,2021-12-11 07:58:18,275489,-22895446,-22895446,"Краевая больница им. Вагнера из Березников предъявила иск своему бывшему главному врачу Роману Коневу. На сайте ГАС РФ «Правосудие» гражданское дело отнесено к категории «о возмещении ущерба, причиненного при исполнении трудовых обязанностей работодателю», размер требований не указан. 
 
Проктолог по специальности, бывший главврач Добрянской центральной районной больницы (ЦРБ) Роман Конев руководил ГБУЗ Пермского края «КБ имени академика Вагнера Е.А.» с 2019 года. При нем состоялось объединение этого медучреждения в Березниках с центральной городской больницей Александровска. В СМИ сообщалось о жалобах медицинского персонала на главврача, проверках со стороны минздрава Пермского края. В конце февраля 2021 года стало известно об увольнении Конева по собственному желанию. 
 
13 января, в арбитражный суд Пермского края поступило заявление ИП Елены Коноваловой о взыскании с Березниковской больницы долга за использование такси с января по июль 2020 года. В качестве третьего лица к участию в деле был привлечен краевой минздрав. Предмет спора – исполнение договора стоимостью 70 тыс. руб., заключенного 14 января 2020 года между главврачом Коневым и ИП Коноваловой для перевозки пассажиров. Проездная плата в пределах города определена из расчета 300 руб. за 1 час. 
 
Решением от 1 июля требования полностью удовлетворены. С ответчика взыскано 216,5 тыс. руб. основного долга, 10,4 тыс. руб. в виде процентов за пользование чужими денежными средствами. Начиная с 21 мая 2021 года проценты в пользу ИП Коноваловой начисляются по день фактического исполнения обязательства. 
 
Семнадцатый арбитражный апелляционный суд 6 октября отказал больнице в отмене вынесенного решения. 
 
«Списки лиц, имеющих право подавать заявки на оказание транспортных услуг, в договоре сторонами не согласованы, руководством ГБУЗ ПК «КБ им. Вагнера Е.А.» не утверждены и перевозчику не направлялись. Оказание услуг было прекращено по устному указанию по телефону заместителя главного врача по хозяйственной части Овчинникова К.В. лишь в июле 2020 года», – отметила апелляционная инстанция. 
 
Исполнительный лист выдан ИП Коноваловой 26 октября. За два месяца до этого, 29 августа, исполнительный лист о взыскании с ГБУЗ ПК «КБ им. Вагнера Е.А.» задолженности более 3,8 млн руб. получила ИП Оксана Токарева. Только через арбитраж она сумела добиться оплаты за расфасовку горячего питания в индивидуальную одноразовую упаковку. При указанных в договорах от 22 июня и 24 сентября 2020 годах объеме 15 474 усл. ед. фактически расфасовано в 5,5 раз больше – 85 122. Причина – стремительный рост заболеваемости Covid-19, увеличение пациентов в Березниках и Александровске. 

Иск ГБУЗ ПК «КБ им. Вагнера Е.А.» к бывшему главврачу Коневу о возмещении ущерба зарегистрирован в Свердловском районном суде Перми 27 октября. Предварительное заседание назначено на 16 декабря. 
 
В ЕГРЮЛ указано новое место работы 37-летнего ответчика. С 12 мая 2021 года он трудится в Ижевске – занимает должность и.о. главного врача БУЗ УР «ГКБ № 9» минздрава Удмуртской Республики. Для карьеры Романа Конева не стала препятствием судимость за коррупцию его отца Андрея Конева, в прошлом директора краевого госучреждения «Пермский геронтопсихиатрический центр». 
 
Приговором Орджоникидзевского районного суда Перми от 4 августа 2015 года Конев-старший признан виновным в тяжком преступлении – мошенничестве, совершенном группой по предварительному сговору в особо крупном размере (ч. 4 ст. 159 УК РФ). Установлено, что в 2012 году госслужащий Андрей Конев, бизнесмены Аркадий Рясиков и Вячеслав Скрябин похитили 10,7 млн руб. при строительстве канализационных очистных сооружений для Пальниковского психоневрологического интерната в Добрянском районе. 
 
С учетом того, что на следствии и в суде Скрябин и Рясиков частично возместили причиненный ущерб, с троих осужденных решено солидарно взыскать в пользу краевого бюджета свыше 7,4 млн руб. 
 
Взыскание обращено на арестованное имущество Конева-старшего. Это земельный участок в 5.3 сотки в Свердловском районе Перми, где расположен семейный особняк, а также автомобиль Renault Duster выпуска 2013 года. 
 
Из назначенного 6-летнего срока в ИК общего режима Андрей Конев отсидел чуть более половины. Березниковский городской суд условно-досрочно освободил его на неотбытый срок 2 года 2 месяца 24 дня. Постановление вынесено 18 июля 2017 года. Через три месяца, 7 ноября, работавший в Перми его сын Роман Конев занял кресло главврача Добрянской ЦРБ.",5,14,8,4256.0
1039,2021-12-11 07:58:00,328919,-115770280,-115770280,"Всё дело в том, что регионе мощностей для лечения ковида достаточно несмотря на то, что некоторые обычные больницы переведены под прием исключительно больных с COVID-19.

Отметим, что создание госпиталя на базе «Екатеринбург-Экспо» обошлось в 260 миллионов рублей.",47,13,1,8132.0
1042,2021-12-11 07:57:00,1768876,-2579489,-2579489,"В Госдуму внесли законопроект о возможности дистанционных медицинских осмотров водителей.

Авторы законопроекта отмечают, что в условиях действующих ограничительных мер по коронавирусу внедрение дистанционных технологий позволит сократить распространение различных инфекционных заболеваний, в том числе COVID-19, среди работающего населения.",14,13,2,4968.0
1074,2021-12-11 07:47:15,15589,-197662170,-197662170,"В воскресенье, 12 декабря, в ТЦ «Первый» на ул. Береговая 1, c 12:00 до 15:00 часов состоится вакцинация от COVID-19. 

Предварительная запись не требуется. 

Вакцинация пройдет на 1 этаже торгового центра. В наличие у первоуральских медиков будет вакцина «Спутник V». 

🚩На сегодня  привито 54293 чел. - первым компонентом, вторым — 44019 чел. и однокомпонентным «Спутником Лайт» - 16909 чел.",16,5,6,1770.0
1079,2021-12-11 07:46:03,9926,-153082959,-153082959,"Дорогие друзья! 
Конец года - время писем ""большого жанра"". И тут нужен ""мозговой штурм"". 
За всё время моей деятельности я понял: письмо лучше писать не в духе ""ассорти"", а по системе ""одна мысль - одно письмо"". 
Задача под это письмо стоит очень сложная: каким-то образом ""объехать"" Росархив и доехать до неких смежных органов, которых эта тема также может интересовать, а именно тема падения количества и качества научных исследований в России по причине 
отсутствия эффективной системы копирования и копирования силами архива в федеральных архивах, тот огромный армагеддец, который мы имеем сейчас в ситуации и с самостоятельным копированием и с копированием силами архива. 
Обратите внимание, что тут я съехал с темы бесплатного копирования, потому что Росархив напишет, что патамушта, патамушта и патамушта, и все мы это уже знаем. 
Письмо о другом: в нем сообщается не о том, что Росархив ввёл платное копирование, но о том, что он ввел его и, по сути, завалил ЭФЗ ФА плюс так и не разработал (и не собирается) как копировать можно быстро и недорого и эффективно. Участки копирования во всех архивах такие, как были 10 лет назад. Куплены на гос. деньги сканеры для самостоятельного копирования - где они? 
Второй момент состоит в том, что Росархив полностью ""съехал"" с темы отслеживания отрицательных последствий платного копирования в регионах. Доступность архивных документов для населения у них не стоит даже не как приоритет, но даже просто как задача 
Очень прошу прочитать текст внизу и отточить формулировки, целеполагание, задачи, обоснованность адресатов. 
Главе Правительства Российской Федерации Мишустину Михаилу Владимировичу 
Главе Федеральной службы безопасности Бортникову Александру Викторовичу 
В Комитет по науке и высшему образованию Российской Федерации Государственной думы Российской Федерации Никонову Вячеславу Алексеевичу 
В Министерство науки и высшего образования Российской Федерации Фалькову Валерию Николаевичу 
Депутату Государственной думу Хинштейну А.Е. 
Уважаемые господа, 
Межрегиональная общественная организация «Архивный дозор» информирует вас о закрепляющейся катастрофической ситуации в количестве и качестве исторических исследований в Российской Федерации, которая стала результатом непрофессиональных действий Федерального агентства Росархив и его главы Артизова Андрея Николаевича. 
Приложением к Приказу Росархива № 143 от 1 сентября 2017 года был утверждён Порядок использования архивных документов в государственных и муниципальных архивах Российской Федерации, которые действуют и до настоящего момента. 
Пунктами 4.2.22., 4.2.23, 4.2.23, 4.2.24, 4.2.25 данного Порядка были внесены существенные ограничения на порядок копирования архивных документов средствами заказчика, а именно на собственный фотоаппарат, мобильный телефон и т. д., а именно: 
такое копирование возможно только после заключения договора и платно, 
такое копирование возможно только в специально отведённых местах при контроле сотрудника архива, 
существует целый ряд фондов, которые невозможно копировать (особо ценные фонды) на собственные технические средства вообще. 
Данный порядок копирования вызвал возмущения исследователей и стал предметом неоднократных судебных исков, каждый из которых не достиг своей цели. Федеральное агентство «Росархив», фактически, навязало пользователям архивов платную услугу в виде своеобразной аренды времени сотрудника, который составляет и подписывает многочисленные договора на копирование, предоставляет место для копирования, как правило, в виде отдельного стола и стоит рядом с пользователем во время копирования документов. 
В момент введения данного порядка «Росархив» находился в активной стадии разработки программного продукта «Электронный читальный зал Федеральных архивов», (далее ЭЧЗ ФА) на который выделялись бюджетные средства. Дата введения ЭЧЗ ФА всё время отодвигалась и в настоящий момент перспективы введения данного информационного продукта весьма сомнительны. 
По некоторым сведениям, перед руководством Федерального агентства Росархив встали непреодолимые сложности в формировании данного продукта, так как его разработка потребовала компетенций, которых нет в данного агентства. 
Планировалось, что введение ЭЧЗ ФА даст возможность быстро и недорого заказывать документы федеральных архивов, получать к ним доступ и т. д. Как уже говорилось, перспективы введения ЭЧЗ ФА на сегодня крайне туманны. 
На фоне коронавирусных ограничений, которые привели к существенным сложностям попадания и работы как в федеральных, так и в региональных архивов, отрицательные последствия пунктов 4.2.22., 4.2.23, 4.2.23, 4.2.24, 4.2.25 Порядка работы в читальных залах федеральных архивов ещё более усложнили доступ пользователей к архивным документам, на сегодня: 
заказать самостоятельное копирование в читальном зале ни одного из федеральных архивов невозможно, 
для осуществления самостоятельного копировния, необходимо посетить читальный зал федерального архива от одного, до трёх (!) раз 
данный процесс нельзя оформить онлайн, 
оформление каждого самостоятельного копирования требует от 5 до 20 минут времени сотрудника читального зала и составления нескольких экземпляров договоров в целом от 8 до 12 (!) страниц. 
Существует целый ряд фондов, которые невозможно копировать самостоятельно, в связи с тем, что он включает особо ценные (ОЦ) документы, в результате чего такое копирование осуществляется только силами архива, что требует дополнительных затрат. Копирование осуществляется в срок от 1-2 (РГИА), до 12 (!) месяцев (Российской государственный архив древних актов). 
За 5 лет действия указанного выше Порядка руководство Росархива так и не смогло наладить быстрый, недорогой и комфортный процесс копирования документов. 
Так как данный Порядок обязателен для архивов всех форм подчинения (региональных, муниципальных), Росархив полностью устранился от решения любых негативных последствий принятого им Порядка, например, от бесконтрольного роста цен на самостоятельное копирование и копирование силами архива в региональных архивах под предлогом того, что региональные архивы не подчиняются Федеральному архивному агентству. При этом Росархив использовал все меры «убеждения» руководства тех архивов, которые не вводили в своих учреждениях платное самостоятельное копирование. 
Приведу некоторые примеры: 
Управление Федеральной антимонопольной службы по Калужской области 13 января 2020 года приняло решение по жалобе МОО «Архивный дозор» по факту бесконтрольного роста цен на самостоятельное копирование архивных документов, так например, фотография одного листа документа 1830-1860 гг стоило 168 рублей, 1861-1900 — 126 рублей. В своём заключении данная Антимонопольная служба писала , что «цены на самостоятельное копирование Государственном архиве Калужской области не подтверждает обоснованность расчётов затрат ГКУ КО «ГАТО». По итогам расследования цены были снижены. 
Государственный архив Астраханской области в соответствии с пунктом 5.2.2. Прейскуранта осуществляет копирование силами архива по цене 103, 49 рубля за лист и это далеко не самая дорогая цена! 
Государственный архив Волгоградской области (ГАВО) сократил время своей работы до 4 часов в неделю при наличии неработающей пятницы, таким образом, Архив Волгоградской области работает 16 часов в неделю, что на 10-15 (!!) часов меньше, чем работа других региональных архивов. При этом лист, скопированный собственными средствами стоит в ГАВО 120 рублей (пункт 12.1 Прейскуранта), а лист, изготовленный средствами Архива — 255 рублей (пункт 11.1 Прейскуранта). 
В Центральном архиве Нижегородской области (ЦАНО) приказом директора ЦАНО в три (!) раза ограничен объем архивных дел, выдаваемых исследователю, при этом даже Федеральное агентство Росархив признало, что подобное ограничение не имеет ничего общего с мерами профилактики COVID-19, на чём настаивает руководство ЦАНО и Комитета по делам архивов Нижегородской области. 
Таким образом, сегодня, по мнению МОО «Архивный дозор» Федеральное агентство «Росархив» не имеет ни сил, ни желания, ни финансирования для того, чтобы в ближайшее время пользователи получили простой, эффективный механизм заказа и получения копий архивных документов. 
Руководство Федерального агентства Росархив полностью устранилось от отрицательных последствий введённых им Порядка работы в читальных залов. 
В результе это приводит к тому, что количество, качество всех видов работ с использованием архивных документов в России падает, и прежде всего это касается всех видов исторических исследований. 
По сути, сегодня в России возникли регионы, где жителям частично или полностью недоступно архивное достояние региона (Нижегродская, Волгоградская области и т.д). 
Полная монополизация доступа к архивным документам приводит к тому, что сначала тратятся бюджетные средства на оцифровку архивных источников, а затем выстраиваются многомесячные очереди за возможность поработать с архивными документами за компьютером (!) в читальном зале архива, так как удалённый доступ к документам не предоставляется (Российский государственный архив древних актов (РГАДА), Государственный архив Новосибирской области, ряд других региональных архивов). 
Так как Федеральное архивное агентство долгое время подчинялось непосредственно Презиленту Российской Федерации, оно оказалось полностью бесконтрольно для общественности, жалобы на Росархив разбирал сам Росархив. 
Пытаясь скрыть свою профессиональную и техническую дисквалифицированность руководство Росархива постоянно манипулирует цифрами, по сути, сравнивая свою работу лишь с самим собой, полностью отказавшись от мирового опыта в данном вопросе, закрывая глаза на то, что копирование во многих странах Европы а) чаще всего бесплатно, б) стоимость копирования силами архива существенно дешевле и проще в оформлении, чем федеральных архивах Российской Федерации (Украина, Польша, Эстония, другие страны). 
Всё это ведёт к интеллектуальной деградации нации, уменьшению объёма, качества архивных исследований, особенно на фоне существующих и будущих коронавирусных ограничений. 
На основании этого МОО «Архивный дозор» сигнализирует об опасности, заложенной в действиях руководство Федерального агентства Росархив для интеллектуального и научного потенциала нации и ходатайствует перед Вами, уважаемые господа, о возможности используя площадки вверенных вам органов, министерств, комитетов, дать нам трибуну и возможность высказать наши опасения перед общественностью и руководством страны.",4,26,1,948.0
1088,2021-12-11 07:42:56,1525,482734394,482734394,"COVID-19📢📢📢

По состоянию на 11.12.2021 года выздоровело 25 человек, болеет 297 человек, заболевших за последние сутки COVID-19 - 13 человек, находятся на самоизоляции - 834 человека. Амбулаторно лечатся - 250 пациентов , в стационаре - 47. Вакцинированных за истекшие сутки - 99 (86% от общего числа взрослого населения), ревакцинировано - 116 (17% от общего числа взрослого населения).
Принимаются меры по профилактике COVID-19 в нашем районе. Не забудьте надеть маску!

#stopcovid31#Белгородскаяобласть",1,18,0,1384.0
1090,2021-12-11 07:42:00,19747,-203231774,-203231774,"Билл Гейтс предсказывает конец пандемии в 2022 году

Создатель Microsoft и один из богатейших людей планеты Билл Гейтс предсказывает скорое окончание пандемии, несмотря на появление все новых и новых вариантов коронавируса.

Гейтс опубликовал в своем блоге GatesNotes пакет прогнозов на 2022 год, и первый из них относится к пандемии COVID-19. Он начал с самокритики, указав на свой слишком оптимистической прогноз на 2021 год.
https://www.gatesnotes.com/About-Bill-Gates/Year-in-Review-2021?WT.mc_id=20211207100000_YIR2021_BG-TW_&WT.tsrc=BGTW

«Я считал, что в 2021 году наступит заметное улучшение ситуации, и в некоторых параметрах оно наступило — миллионы людей привились вакцинами от COVID-19, и мир в некотором смысле приблизился к нормальному состоянию. Однако, улучшение было не таким драматическим, как я надеялся. В 2021 году от коронавируса умерло больше людей, чем в 2020. Если вы потеряли близкого из-за вируса в этом году, то он не будет вам казаться лучше, чем прошлый».

«Из-за Дельты и проблемы с продолжением кампании вакцинации мы еще не так близки к концу пандемии, как я надеялся. Я не мог предвидеть появления такого трансмиссивного варианта и недооценил упорство «антиваксеров» и противников ограничений. Несмотря на это, я надеюсь, что конец уже виден. Может быть, глупо выступать с новым предсказанием, но я думаю, что острая фаза пандемии подойдет к концу в течение 2022 года».

«Появление новых вариантов вызывает тревогу, но я все еще полагаю, что в будущем году COVID станет эндемической болезнью (характерной для определенной местности — ред.) в большинстве мест на планете. Хотя сейчас COVID в 10 раз более летальная болезнь, нежели грипп, вакцины и антивирусные препараты сократят это число вдвое или больше. В каких-то общинах будут происходить случайные вспышки, но новые лекарства позволят оказать людям помощь, и больницы смогут справиться с остальным.

Уровень индивидуального риска будет достаточно низким, и это перестанет быть фактором при принятии решений. Когда вы будете решать, работать ли вам в офисе, или пускать ли детей играть в футбол, это не будет главным фактором. Через пару лет единственный момент, когда мы будем по-настоящему думать о вирусе, это будет поход в поликлинику на двойную вакцинацию от гриппа и COVID”, — прогнозирует Билл Гейтс.

Как известно, Гейтс предсказал распространение из Азии тяжелейшей пандемии коронавируса за несколько лет до его появления на городском рынке Уханя.",10,7,1,146.0
1099,2021-12-11 07:39:19,676852,-133839947,-133839947,"Анонимно, пожалуйста
У нас в Коломне очень много умных и юридически грамотных людей. Вопрос: на каком основании детям после 15 лет будут ставить прививки от covid 19 без согласия родителей. Ребёнок в 16  лет даже ЭКГ сделать не может в платной клинике без присутствия родителя,сдать кровь и тд, а тут пожалуйста... Даже на Манту нужно согласие, а на прививку нет. Что вообще происходит? Есть ли какие то законы о защите детей...",113,50,7,10656.0
1105,2021-12-11 07:36:50,12631,578299664,578299664,"Notarzt: “Ich fordere den sofortigen Stopp dieser mörderischen Impfkampagne!”‼ 
 
Die Zahl jener Ärzte, die vor der Impfung gegen Covid-19 warnen, wächst kontinuierlich. Im Rahmen einer Montagsdemo im deutschen Halle nahm zuletzt ein Notarzt kein Blatt vor den Mund. 
 
Als Augenzeuge von schweren Erkrankungen sowie Todesfällen nach Covid-Impfungen appelliert er an das gesunde Urteilsvermögen der Menschen. Gesundheit, so seine Devise, geht anders! 
 
Dr. Andreas Grüner, in Halle in freier Privatpraxis niedergelassen und als Notarzt tätig, reiht sich ein in die stetig größer werdende Gesellschaft jener Mediziner, die entschieden gegen die Covid-Impfung auftreten oder aber wie etwa die Ärzte für individuelle Impfentscheidung eine differenzierte Beratung fordern. 
https://www.freethewords.com/2021/12/10/notarzt-ich-fordere-den-sofortigen-stopp-dieser-moerderischen-impfkampagne/",1,0,0,3.0
1112,2021-12-11 07:34:13,100678,163223127,163223127,"11 декабря, суббота 07:28
Сейчас в СМИ в Москве Интересное Коронавирус
В НИЦ имени Гамалеи собрали конструкцию вакцины против омикрон-штамма COVID-19😡 ЖИДО МАССОНЫ как принтер штампуют ""спутники в рай"" как же им не терпиться зачистить территорию по приказу своих хозяев😡",1,12,3,158.0
1133,2021-12-11 07:30:00,9916,-133264377,-133264377,"Опубликован список мест, куда с 15 декабря не смогут попасть калужане без QR-кода

С 15 декабря в Калужской области начнут действовать QR-коды. Публикуем заведения в Калужской области, куда без необходимых документов попасть будет невозможно. В этот список попали:

организации общественного питания,
театры,
филармонии,
концертные залы,
кинотеатры,
спортивные центры,
фитнес-центры,
бассейны
В эти места будет можно попасть только при предъявлении одного из документов:

действующего QR-кода или сертификата о вакцинации COVID-19,
действующего QR-кода о перенесенном ковиде за последние шесть месяцев,
справки, подтверждающей вакцинацию или перенесенную болезнь в последние шесть месяцев,
отрицательный ПЦР-тест на ковид, сделанный за последние 72 часа.
Отмечается, что столовые при предприятиях и вузах (а также ссузах) будут принимать посетителей в обычном режиме. Разрешение не требовать документ будет и у ресторанов при гостиницах, но только в том случае, если они обслуживают исключительно своих постояльцев.

В бани будут пускать всех, однако наличие в бане бассейна остается спорным вопросом. 

Что же касается музеев, то в них можно всем. Спорным моментом пока остается посещение музея космонавтики, т.к. он находится в федеральном подчинении.",1,2,6,2233.0
1139,2021-12-11 07:28:59,322711,-69491258,-69491258,"Башкирия попала в число регионов, где улучшилась ситуация с COVID-19. Об этом сообщила вице-премьер РФ Татьяна Голикова 
 
Башкирия попала в число регионов, где улучшилась ситуация с COVID-19. Кроме Башкирии, хорошую обстановку по коронавирусу демонстрируют Волгоградская, Оренбургская Рязанская, Томская, Челябинская области, республики Калмыкия, Чувашия, Ингушетия, Дагестан, Кабардино-Балкария, Чукотский автономный округ. Об этом сообщила вице-премьер РФ Татьяна Голикова. 

https://vk.cc/c8Tg6O

pпюpпюpпюpпюpпюpпюpпюpпюpпюpпю",3,8,1,2695.0
1143,2021-12-11 07:28:02,54970,-61165643,-61165643,"Власти Камчатки могут разрешить родителям присутствовать на новогодних утренниках

  Губернатор Камчатского края Владимир Солодов заявил, что выдвинет предложение разрешить родителям присутствовать на детских утренниках.

 

 
 «Разрешите родителям присутствовать на новогодних утренниках, мы хотим видеть своих детей, аплодировать им, делать фото и снимать видео», - прочитал обращение пользовательницы соцсетей Солодов.

 «Я буду вносить это предложение. Если оно будет поддержано на штабе, то мы разрешим присутствие родителей на новогодних утренниках при условии подтверждении статуса иммунитета», - прокомментировал глава региона.

  В условиях борьбы с коронавирусной инфекцией взрослые жители Камчатки почти два года не имеют возможности присутствовать на праздничных мероприятиях в детских садах и школах, а также на соревнованиях.

#камчаткасегодня #камчатка #новости #новостикамчатки #news #kamchatka #kamtoday

https://kamtoday.ru/news/covid-19/vlasti-kamchatki-mogut-razreshit-roditelyam-prisutstvovat-na-novogodnikh-utrennikakh/",1,0,0,67.0
1144,2021-12-11 07:27:28,182532,-112884211,-112884211,"Сегодня: Врач назвала опaснейшую ошибку пpи лечении COVID-19, записывайте…, смотреть далее...",2,109,22,6751.0
1147,2021-12-11 07:25:57,608,-175019051,-175019051,"Ответственность каждого!
🦠 COVID-19 легко передается и может привести к серьезным заболеваниям и смерти, даже в случае с молодыми и здоровыми людьми. Позаботьтесь о себе и об окружающих, встретьте Новый год в безопасности!
 
😷❗️Помните! Вакцинация сегодня - залог успеха завтра!",1,5,0,527.0
1150,2021-12-11 07:25:02,2407,-179171488,-179171488,"📣 ВЬЕТНАМ ОТКРЫЛСЯ

✅ Сохраняйте обновленные правила въезда во Вьетнам.

 ➡️ При въезде необходимо предоставить сертификат о вакцинации от COVID-19 с полной дозой вакцины, выданный учреждением, признанным уполномоченными властями Вьетнама (требование не распространяется на детей до 12-ти лет, сопровождаемых одним из родителей или опекуном).

 ➡️ Справка переболевшего COVID-19 является равнозначным документом о вакцинации, при условии что с подтверждённого момента выздоровления прошло не более 6-ти месяцев.

 ➡️ Необходимо предоставить отрицательный результат теста на SARS-CoV-2 методом RTPCR/RT-LAMP, выполненного не позднее 72-х часов с момента взятия мазка до вылета, и проведённого уполномоченным учреждением страны вылета.
 ❗ В путешествие нужно взять страховку, покрывающую лечение от COVID-19 на сумму не менее 50 000 долларов США.
 ➡️ Минимальный разрешенный период проживания должен составлять не менее 7 ночей.
 ➡️ Туристам проводят медицинские осмотры в международном аэропорту Камрань.
 ➡️ По приезде в отель, в первый день все туристы, включая инфантов и детей любых возрастов, обязаны сдать повторно ПЦР тест или экспресс тест (бесплатно).
 ➡️ Туристы могут пользоваться только инфраструктурой отеля. Находиться за пределами отеля на протяжении всего тура запрещено (исключение – выезды на экскурсии от компании Анекс Тур).
 ❗ В последний день тура все туристы, включая инфантов и детей любых возрастов обязаны сдать повторно ПЦР тест или экспресс тест.

🏖 Соскучились по Вьетнаму? Как вам правила въезда? Готовы бронировать туры? ⬇️ Оставляйте свои комментарии под постом, нам очень интересно ваше мнение ⬇️

#домэкспресс #позвони780150 #dom_express #Вьетнам #Вьетнам2021 #путешествиемечты",2,6,2,358.0
